"rownames(plant_vir)","aa","ac","ag","at","ca","cc","cg","ct","ga","gc","gg","gt","ta","tc","tg","tt"
"124782.1",1045,588,802,731,837,301,277,476,830,480,563,504,455,521,735,790
"498889.1",1092,615,796,770,857,259,197,483,832,436,553,543,492,486,818,773
"498888.1",1027,582,831,772,860,276,203,487,860,477,577,539,465,491,842,761
"498887.1",1096,618,799,763,863,262,202,486,831,444,549,539,486,489,813,759
"498886.1",1041,599,830,751,856,269,215,491,862,478,565,538,461,486,833,778
"535989.1",144,144,170,148,146,170,158,179,182,160,211,210,133,179,224,187
"535988.1",144,145,170,148,146,168,159,179,182,159,211,212,134,180,224,184
"005041.1",205,137,162,211,128,135,109,179,208,108,148,176,173,171,221,271
"158696.1",1009,567,771,779,806,297,192,489,775,425,464,530,537,495,767,755
"G656405.1",945,533,732,781,821,312,315,433,773,532,515,503,451,504,761,754
"C_040786.1",1024,696,1106,997,866,616,266,903,1192,508,797,592,740,831,920,719
"356039.1",1176,598,740,832,796,237,191,447,780,390,437,519,594,446,758,808
"356038.1",1131,599,700,861,826,270,191,426,752,389,434,507,582,455,757,830
"356037.1",1097,615,719,819,800,235,213,443,753,387,420,516,599,454,724,794
"C381945.1",246,191,261,247,183,221,213,284,314,228,256,290,201,261,358,329
"C179614.1",621,583,390,340,633,570,281,415,404,398,336,188,277,348,318,262
"C179613.1",626,587,368,342,631,590,293,408,399,397,346,184,268,348,318,258
"795801.1",1065,603,822,755,886,266,189,490,839,484,568,543,455,478,855,757
"744999.1",1065,602,837,754,904,264,169,495,844,497,557,530,445,469,865,758
"130864.1",272,271,245,237,325,283,175,232,241,226,286,240,187,236,286,231
"648158.1",648,342,463,503,390,204,193,347,503,260,326,406,414,328,513,573
"516282.1",1022,549,796,754,804,268,174,437,808,421,460,514,487,445,773,822
"454662.2",227,138,136,241,161,148,112,170,192,121,150,162,161,184,227,229
"652150.1",448,363,368,289,440,372,315,360,400,337,353,290,179,415,344,368
"652149.1",449,364,368,289,442,372,313,359,399,337,353,290,179,413,345,369
"652148.1",451,364,367,289,442,372,314,359,398,337,353,290,179,414,344,368
"956829.1",1013,563,691,760,781,291,333,451,772,523,481,469,461,479,740,802
"C_043537.1",978,575,736,772,834,266,246,496,773,493,486,507,476,508,791,708
"475918.1",849,389,651,666,582,259,127,410,642,283,299,364,482,447,511,630
"G461177.1",207,166,158,195,213,154,128,146,162,145,175,122,145,176,143,159
"C484285.1",255,259,219,214,317,232,186,266,223,230,141,170,151,281,218,287
"C484284.1",648,580,504,434,692,437,395,502,557,487,315,320,268,523,465,507
"217416.1",1072,574,823,768,798,260,281,448,799,481,547,577,569,472,753,823
"816927.1",494,463,294,397,480,533,269,518,333,389,247,244,341,416,402,375
"131270.1",1034,555,770,765,797,275,210,422,800,433,498,493,492,441,747,799
"426842.1",481,292,407,471,297,271,270,419,437,283,364,450,436,412,492,636
"649741.1",1064,537,746,782,799,249,178,408,759,423,486,506,507,425,764,795
"092725.1",974,546,764,746,813,285,273,530,773,554,555,520,471,516,810,743
"092724.1",981,551,756,727,823,319,300,517,778,545,529,531,433,544,798,740
"092723.1",974,547,767,768,782,257,276,492,764,531,514,533,536,472,785,819
"092722.1",932,529,776,734,810,284,261,538,782,560,522,517,446,520,823,727
"092721.1",970,549,781,716,828,286,272,537,777,568,524,527,442,519,819,748
"092720.1",959,556,772,710,829,292,277,539,769,564,531,535,440,524,820,732
"898883.1",990,557,699,804,819,290,264,471,730,469,474,493,510,528,730,741
"072715.1",1005,578,680,762,776,293,333,447,772,510,482,465,471,469,734,816
"072714.1",1005,578,680,762,776,293,333,447,772,510,483,465,471,469,734,815
"072713.1",1004,578,679,763,776,293,333,447,772,510,482,465,471,469,735,816
"072712.1",1005,578,680,762,776,293,333,447,772,510,482,465,471,469,734,816
"420353.1",1162,567,780,880,814,254,285,428,864,434,476,493,549,526,726,903
"910829.1",449,278,432,482,277,248,274,412,450,269,362,456,466,416,468,682
"910828.1",452,277,430,485,276,244,270,412,449,269,365,454,468,412,471,687
"116873.1",1051,584,801,793,855,228,279,369,840,478,546,552,482,441,791,827
"116872.1",1060,580,789,804,868,231,278,367,831,485,562,539,473,448,789,813
"116871.1",1047,581,787,803,865,233,278,367,832,483,572,545,473,446,796,810
"G967620.1",961,576,702,743,770,295,336,454,779,515,486,487,471,469,743,805
"423501.1",495,452,490,325,630,581,254,458,438,410,393,256,198,480,361,376
"354420.1",254,247,214,217,313,218,167,261,225,221,137,151,141,272,216,267
"354419.1",251,251,211,208,304,215,174,260,225,218,144,159,142,268,217,274
"354418.1",254,252,209,210,308,225,171,255,220,220,142,156,144,261,216,278
"354417.1",252,252,211,206,306,212,175,263,224,222,140,156,140,269,216,277
"354416.1",258,252,211,209,305,215,174,258,221,218,141,156,147,267,210,278
"354415.1",255,248,212,212,299,212,177,263,223,221,144,155,151,269,210,270
"354414.1",250,252,217,209,308,218,168,260,226,218,140,154,145,265,213,277
"354413.1",254,248,208,213,304,223,172,255,223,221,145,152,143,261,216,282
"354412.1",256,252,212,209,306,219,170,258,223,219,141,153,145,263,212,280
"354411.1",254,248,212,215,303,223,169,258,225,217,142,154,148,265,215,283
"354410.1",251,248,213,215,304,222,170,256,226,219,142,154,147,263,216,285
"354409.1",251,248,213,215,304,222,169,256,226,219,142,154,147,262,217,286
"354408.1",250,248,213,214,307,218,174,259,225,224,143,152,144,268,214,278
"354407.1",265,266,216,215,319,230,181,273,227,228,143,158,152,279,216,283
"354406.1",272,264,212,216,314,232,182,271,225,229,145,159,154,274,219,283
"354405.1",265,261,215,216,314,227,184,274,229,228,142,161,150,283,219,281
"354404.1",269,263,216,216,326,238,179,272,224,233,138,158,145,281,220,271
"354403.1",267,267,214,218,317,230,178,272,228,222,143,160,154,278,218,286
"354402.1",264,262,219,220,313,232,182,273,230,230,140,157,158,276,216,280
"354401.1",261,261,217,218,317,234,176,267,229,226,142,159,150,273,221,289
"354400.1",260,257,214,209,317,230,178,266,223,228,137,158,140,276,217,275
"354399.1",273,266,215,216,317,227,179,275,226,227,144,160,154,278,219,281
"354398.1",281,267,215,216,326,238,176,270,223,229,141,157,149,276,218,276
"354397.1",274,260,214,220,320,235,177,267,226,230,145,157,148,274,222,288
"354396.1",278,264,215,216,321,234,180,268,228,228,141,159,147,277,219,287
"354395.1",260,262,218,213,315,236,183,266,229,231,142,157,150,271,215,298
"795798.1",1096,619,658,891,810,273,296,413,747,423,415,440,612,476,656,700
"795797.1",1100,636,669,870,824,277,311,421,747,431,408,441,605,488,639,690
"098538.1",1256,479,669,654,661,318,104,439,626,231,275,302,515,494,386,539
"561096.1",1100,674,631,841,840,283,362,423,719,450,413,441,586,502,617,696
"093733.1",1122,648,670,866,857,293,297,420,740,434,417,443,588,491,650,686
"093731.1",1116,652,670,867,858,293,298,420,740,433,418,445,590,491,650,686
"093730.1",1057,651,689,808,878,277,316,422,715,474,430,475,556,490,659,672
"093728.1",1042,642,689,809,867,274,315,424,715,474,431,475,557,490,660,673
"093724.1",1061,692,676,809,877,276,294,441,727,449,435,464,574,470,670,654
"093720.1",1103,637,679,882,864,285,300,412,747,447,415,425,588,491,640,693
"093718.1",1070,667,693,837,863,274,301,428,753,451,429,468,581,474,678,664
"779476.1",1007,673,673,816,926,374,335,526,717,585,464,509,519,528,804,683
"779475.1",1006,673,673,813,926,372,336,528,717,588,465,508,516,528,805,685
"779474.1",999,669,681,813,923,371,331,531,717,588,464,510,523,528,803,688
"779473.1",968,668,694,793,929,353,350,501,718,596,478,537,508,516,808,707
"779472.1",968,692,684,796,960,359,348,499,705,574,473,542,506,541,790,689
"087763.1",558,351,475,474,429,231,264,302,521,287,325,415,351,357,483,571
"C278459.1",621,583,390,340,633,570,281,415,404,398,336,188,277,348,318,262
"C278458.1",626,587,368,342,631,590,293,408,399,397,346,184,268,348,318,258
"837097.1",510,330,372,463,341,257,303,433,434,284,332,420,391,463,462,686
"271444.1",464,279,422,479,291,259,263,418,447,275,349,462,443,418,498,655
"271443.1",469,279,423,479,292,256,265,418,443,278,347,461,447,418,493,654
"271442.1",467,282,421,481,304,259,262,421,444,282,352,450,437,423,492,645
"271441.1",473,283,421,478,306,260,263,420,441,280,348,454,436,426,490,643
"271440.1",451,279,427,472,273,248,277,417,444,272,367,460,462,416,471,685
"271439.1",456,280,415,472,274,246,277,416,452,272,373,457,442,415,488,687
"271438.1",455,278,426,475,275,248,277,414,443,272,366,459,462,416,470,685
"271437.1",452,270,433,484,287,244,266,416,446,277,362,455,455,422,478,674
"271436.1",451,267,430,482,280,251,272,402,445,274,367,460,455,413,476,696
"271435.1",475,281,419,477,302,259,261,423,440,282,349,455,436,423,496,645
"271434.1",475,284,418,477,305,255,260,422,442,281,349,453,433,422,497,650
"271433.1",471,279,420,483,301,256,259,421,443,280,350,453,439,422,496,650
"271432.1",471,279,420,483,301,256,259,421,443,280,350,453,439,422,496,650
"271431.1",454,269,426,483,280,246,266,412,447,273,363,462,452,416,489,683
"271430.1",452,271,432,485,287,243,268,417,445,277,363,453,457,424,474,673
"271429.1",452,271,432,485,287,243,268,417,445,277,363,453,457,424,474,673
"271428.1",458,271,427,481,277,243,266,416,446,274,360,461,457,414,487,682
"271427.1",458,263,427,489,276,245,266,413,448,277,359,458,456,415,489,682
"271426.1",453,272,433,483,285,245,269,415,446,275,361,455,458,422,473,676
"271425.1",458,268,427,483,277,244,265,415,445,275,361,461,457,414,488,683
"271424.1",471,281,422,475,296,260,268,419,439,280,350,458,444,422,486,650
"271423.1",463,276,425,478,296,250,260,418,446,282,355,453,438,416,495,670
"271422.1",469,280,422,475,297,255,261,422,438,281,356,458,443,419,493,652
"271421.1",470,284,421,478,305,260,263,420,442,279,350,454,437,425,490,644
"271420.1",470,284,422,477,306,262,263,422,442,282,350,451,436,425,489,641
"271419.1",469,282,422,477,305,265,262,418,442,280,351,454,435,423,491,646
"271418.1",454,266,428,481,276,245,267,416,446,277,363,462,454,416,489,681
"271417.1",454,266,430,482,278,242,266,416,448,278,360,461,453,416,490,682
"271416.1",452,268,430,482,279,244,267,416,448,278,361,460,454,416,488,680
"271415.1",457,267,428,482,278,244,267,414,445,276,361,461,455,416,486,684
"271414.1",455,266,429,483,279,243,264,415,445,277,362,461,455,415,489,682
"271413.1",455,270,430,479,280,244,267,415,446,276,360,461,454,416,485,683
"271412.1",471,284,422,477,307,262,263,418,441,280,349,454,436,424,489,644
"271411.1",469,274,428,475,277,254,269,416,450,279,358,453,451,409,484,675
"271410.1",470,283,423,475,304,264,265,418,443,281,350,456,435,423,491,642
"271409.1",464,280,421,479,292,261,265,418,446,276,351,460,443,419,495,651
"271408.1",471,283,422,479,303,260,264,418,443,281,348,452,439,421,489,649
"271407.1",462,281,420,467,276,248,274,414,447,271,368,461,446,412,484,689
"G745849.1",473,284,424,475,304,259,264,418,442,278,348,463,438,424,494,650
"220847.1",1033,580,819,768,852,276,210,476,851,475,578,549,465,483,846,778
"220846.1",1025,575,820,771,852,277,208,475,853,477,581,549,462,483,850,778
"C424839.1",427,370,397,322,461,394,332,373,396,388,377,273,231,408,328,330
"730970.1",651,337,473,507,392,194,190,355,506,262,340,423,420,338,527,586
"455212.1",219,132,161,213,135,139,119,150,194,113,148,190,176,159,217,275
"455211.1",218,130,157,219,131,143,120,149,199,110,143,186,175,160,218,276
"455210.1",220,131,163,217,127,144,127,145,204,118,146,187,179,150,219,265
"455209.1",217,124,160,218,133,136,115,147,192,113,149,192,176,158,222,288
"784952.1",426,457,249,325,611,830,183,697,263,299,183,173,157,736,303,455
"G250164.1",224,112,157,263,141,150,123,132,224,127,196,173,166,157,244,211
"G250163.1",214,119,161,236,139,155,123,136,219,122,199,191,157,157,248,222
"G250162.1",215,118,161,236,139,155,123,135,218,122,197,193,157,157,249,223
"G250161.1",214,118,161,236,139,155,123,136,218,123,199,192,157,157,249,221
"G250160.1",199,139,186,229,181,149,85,148,208,119,176,177,164,156,233,231
"G250159.1",198,139,189,227,177,146,84,153,207,122,186,173,170,153,229,227
"G250158.1",201,141,184,223,176,148,88,151,209,123,184,171,162,151,231,237
"G250157.1",197,141,184,230,180,144,87,150,206,127,179,171,168,149,233,234
"G250156.1",198,142,184,227,178,148,82,155,209,120,181,173,165,153,236,228
"G250155.1",195,141,185,227,176,151,82,156,211,118,181,173,165,155,235,228
"G250154.1",198,143,185,226,178,149,82,155,210,119,183,173,165,153,235,225
"G250153.1",198,142,185,227,177,149,82,155,211,118,180,173,165,154,235,228
"G250152.1",196,142,186,227,178,149,82,155,211,119,179,173,165,154,235,228
"G250151.1",195,142,186,226,178,149,82,155,210,120,181,174,165,153,236,227
"G250150.1",195,142,185,227,178,149,82,155,210,120,181,173,165,153,236,228
"G250149.1",197,142,184,227,178,149,82,155,209,120,181,173,165,153,236,228
"G250148.1",195,140,186,227,175,153,82,155,212,118,181,173,165,154,235,228
"G250147.1",194,142,186,227,177,149,82,155,211,118,181,174,166,154,235,228
"G250146.1",212,145,180,226,186,155,78,160,198,121,174,171,166,158,232,220
"G250145.1",203,141,188,226,179,144,78,154,208,121,181,174,167,149,237,230
"G250144.1",203,142,187,226,178,146,78,154,209,119,183,174,167,149,237,229
"G250143.1",202,141,188,226,179,146,78,154,208,122,180,174,167,148,238,229
"G250142.1",196,138,188,230,177,144,82,155,209,122,180,171,169,154,232,233
"G250141.1",194,139,191,230,178,142,82,155,212,120,181,171,169,156,230,230
"G250140.1",196,138,189,231,177,144,82,154,209,121,181,172,171,154,231,230
"G250139.1",193,139,190,230,179,144,82,154,210,122,182,171,169,154,231,230
"G250138.1",193,140,190,230,178,146,82,155,212,120,181,170,169,155,230,229
"G250137.1",194,138,191,231,176,146,82,154,212,119,183,171,171,155,229,229
"G250136.1",195,139,191,230,178,143,82,154,212,120,181,171,169,155,230,230
"G250135.1",195,139,190,230,179,144,82,154,210,122,180,171,169,154,231,230
"G250134.1",195,139,190,230,179,144,82,154,210,122,180,171,169,154,231,230
"G250133.1",194,139,191,230,178,144,82,154,212,120,181,171,169,155,230,230
"G250132.1",194,139,191,230,178,145,82,154,212,120,181,171,169,155,230,229
"G250131.1",194,139,191,230,178,145,82,154,212,120,181,171,169,155,230,229
"G250130.1",194,139,191,230,178,146,82,154,212,120,181,171,169,155,230,229
"G250129.1",194,140,190,230,178,146,83,154,212,120,179,171,169,155,230,229
"G250128.1",195,139,187,226,173,147,81,156,212,119,191,173,166,152,236,227
"G250127.1",196,139,187,226,176,150,81,154,210,120,189,173,165,152,235,228
"G250126.1",200,143,185,222,176,149,87,156,210,118,187,174,163,158,230,222
"G250125.1",198,143,186,222,176,150,86,156,211,119,188,174,163,156,232,220
"G250124.1",198,143,186,222,176,150,87,156,211,118,187,174,163,158,230,221
"G250123.1",198,143,187,220,176,150,87,156,211,119,187,174,162,157,230,223
"G250122.1",197,143,185,222,176,150,87,156,211,118,187,174,162,158,231,223
"G250121.1",198,143,186,221,176,150,87,156,211,118,187,174,162,158,230,223
"G250120.1",200,143,185,221,176,149,87,156,210,118,187,174,162,158,230,224
"G250119.1",197,139,190,227,175,147,87,153,210,121,184,175,170,155,229,221
"G250118.1",201,140,186,223,174,154,87,149,208,123,185,174,166,147,232,231
"G250117.1",198,140,187,223,174,153,86,150,209,122,183,176,166,148,234,231
"G250116.1",197,140,186,225,172,152,86,154,211,122,184,175,167,150,236,224
"G250115.1",200,140,188,223,172,150,85,154,210,123,183,175,168,148,235,226
"G250114.1",197,140,187,223,172,152,88,152,210,124,188,174,167,148,233,226
"G250113.1",196,140,187,223,170,150,86,155,212,121,185,175,167,150,235,228
"G250112.1",197,139,188,224,170,150,87,153,212,122,185,174,168,149,233,229
"G250111.1",198,140,185,223,170,150,86,156,210,122,188,173,167,150,234,228
"G250110.1",197,140,188,223,171,150,87,153,212,121,188,174,167,150,232,227
"G250109.1",197,140,188,223,171,152,86,154,212,121,185,175,167,150,234,226
"G250108.1",197,140,188,223,171,151,86,154,212,121,185,175,167,150,234,226
"G250107.1",197,140,188,223,171,150,86,154,212,121,185,175,167,150,234,227
"G250106.1",197,140,188,223,171,152,86,154,212,122,185,175,167,149,235,225
"G250105.1",197,135,182,236,170,147,87,147,217,119,184,170,165,150,237,237
"G250104.1",194,135,186,233,172,146,87,148,218,120,183,173,163,152,238,232
"G250103.1",196,135,185,233,171,147,87,148,217,120,185,172,164,151,237,232
"G250102.1",195,139,187,229,179,148,86,151,212,116,177,176,163,161,231,232
"G250101.1",201,141,186,227,177,147,83,152,212,121,181,172,164,150,236,231
"G250100.1",195,139,191,227,176,149,84,153,210,120,185,174,170,154,229,225
"G250099.1",195,139,191,228,177,147,84,152,210,120,185,174,170,154,229,226
"G250098.1",199,143,184,225,181,145,87,150,210,123,183,169,160,152,231,238
"G250097.1",201,143,185,222,178,148,87,152,210,123,183,169,161,151,230,238
"G250096.1",204,143,185,223,178,148,87,150,210,123,181,169,162,149,230,234
"G250095.1",201,142,186,224,177,147,87,151,211,123,183,169,163,150,230,237
"G250094.1",201,143,186,222,178,147,87,151,211,123,183,169,161,150,230,238
"G250093.1",198,139,192,225,177,148,78,156,208,124,180,172,170,148,234,232
"G250092.1",201,139,186,229,177,146,81,156,210,121,180,171,166,154,235,229
"G250091.1",202,139,186,228,177,144,81,156,210,121,177,172,165,154,236,230
"G250090.1",193,139,188,227,177,147,85,151,213,119,180,174,163,155,233,236
"G250089.1",196,140,187,225,174,146,82,158,210,122,185,172,167,152,235,230
"G250088.1",195,139,190,227,177,146,84,156,215,119,184,172,163,159,232,222
"G250087.1",199,142,185,226,178,149,82,155,209,120,180,173,165,153,235,228
"G250086.1",197,142,185,227,177,150,82,155,211,118,181,173,165,154,235,228
"G250085.1",196,142,185,227,178,149,82,155,210,120,180,173,165,153,236,228
"G250084.1",197,142,184,227,178,149,82,155,209,120,181,173,165,153,236,228
"G171192.1",593,356,462,472,396,233,239,346,472,260,322,447,423,365,477,533
"469651.1",1142,625,849,846,904,317,308,506,864,593,595,593,551,500,893,905
"469650.1",1081,582,804,789,844,253,227,445,808,482,529,551,522,452,810,852
"568695.1",1069,550,834,795,896,254,160,474,846,486,550,537,437,495,875,794
"C422371.1",426,530,327,216,595,805,358,493,332,410,311,182,146,507,238,224
"469727.1",960,678,839,634,858,347,396,468,837,533,486,529,456,512,663,601
"469726.1",963,676,836,639,858,344,396,466,835,532,487,529,458,513,663,602
"469725.1",948,680,852,640,868,347,404,459,837,537,469,521,467,515,638,615
"469724.1",1045,651,782,684,828,332,393,446,799,522,510,502,490,495,647,665
"G944249.1",1135,577,785,778,879,265,155,504,809,450,536,540,452,512,859,811
"507166.1",631,353,445,476,392,204,242,338,468,250,310,446,415,369,476,567
"507165.1",631,352,445,476,390,204,243,337,468,249,310,448,416,369,476,568
"379106.1",751,440,503,474,585,348,169,472,475,373,318,347,358,413,522,537
"G194418.1",1096,570,817,788,842,256,223,447,810,489,530,547,523,453,806,853
"C_001497.2",1140,465,703,638,601,378,203,467,680,288,310,280,525,518,342,485
"C_030229.1",620,363,439,484,380,195,208,357,489,238,324,432,418,344,511,547
"C_028244.1",1155,645,1004,1153,863,547,293,817,1167,419,743,583,771,909,872,764
"C_027710.2",287,277,290,223,313,334,211,244,280,278,313,250,197,214,306,212
"C_027210.1",1072,627,731,799,803,248,220,447,756,398,422,513,597,446,716,779
"C_027123.1",252,195,248,245,187,214,216,286,311,233,256,293,189,261,373,323
"C_026816.1",670,369,456,504,418,206,198,354,501,248,350,432,410,353,527,691
"C_025250.1",908,767,689,662,912,374,512,411,789,550,565,422,418,517,560,496
"C_024471.1",913,605,741,693,773,307,391,399,766,565,536,491,499,393,690,529
"C_023175.1",1124,620,722,807,787,282,372,500,833,488,516,563,529,551,790,861
"C_022745.1",881,528,786,783,696,322,348,398,782,516,532,528,618,398,692,550
"C_022230.1",592,356,463,475,398,231,241,345,472,259,325,445,425,369,471,530
"C_021065.1",1055,642,694,811,857,303,373,402,766,485,465,496,523,505,681,659
"C_020471.1",368,370,268,338,567,696,206,685,252,316,173,229,157,772,322,504
"C_001625.2",250,238,260,219,249,298,206,300,280,261,301,265,188,255,341,281
"C_019031.1",864,589,673,723,756,306,336,491,805,472,474,494,424,521,763,816
"C_018530.1",160,159,171,167,178,181,147,188,191,178,173,155,127,177,206,257
"C_018455.1",918,548,507,633,742,222,274,392,627,432,375,409,318,428,688,710
"C_018451.1",22,18,14,15,15,26,17,18,13,19,26,22,19,14,22,20
"C_017967.1",918,535,725,748,742,254,338,433,805,504,529,545,461,474,791,857
"C_016441.1",1059,519,795,815,839,245,158,434,802,462,516,512,489,449,823,730
"C_016003.1",571,447,430,352,522,386,294,439,503,367,372,281,204,442,426,457
"C_015394.2",1063,570,753,747,831,254,172,523,786,464,501,494,454,492,819,758
"C_015397.1",151,139,151,182,131,162,156,151,191,145,176,159,149,154,188,180
"C_014822.1",164,157,156,175,173,192,139,206,180,169,166,159,136,192,213,219
"C_014037.1",940,706,629,795,828,323,410,468,784,485,477,454,517,515,685,764
"C_013527.1",731,459,644,640,622,380,272,503,643,437,526,473,478,501,636,716
"C_012210.1",703,376,632,592,484,340,242,544,590,425,569,558,525,469,699,855
"C_011643.1",280,271,254,240,317,278,170,239,265,224,286,231,183,232,295,243
"C_010792.1",176,126,121,267,170,143,95,164,151,119,146,169,193,184,223,260
"C_010736.1",1031,570,705,786,784,293,328,472,774,492,525,502,503,522,735,814
"C_010538.1",618,428,662,511,540,414,340,493,606,543,655,557,455,403,703,617
"C_009995.1",1018,554,746,763,763,283,324,459,799,479,472,510,501,513,718,827
"C_009994.1",979,571,693,793,812,283,277,446,731,451,482,518,513,513,731,776
"C_009805.1",921,601,650,767,755,304,384,456,751,508,495,569,511,487,794,681
"C_009744.1",1013,547,669,845,790,272,245,454,758,448,439,533,512,494,825,814
"C_009742.1",1037,546,766,768,835,264,159,469,793,428,504,522,451,490,818,838
"C_009741.1",1014,546,781,814,784,275,234,475,817,484,495,501,539,463,787,794
"C_009745.1",947,573,641,878,746,264,337,432,746,475,492,538,599,467,781,794
"C_009532.1",297,474,203,194,547,1202,369,669,229,351,164,181,95,761,188,298
"C_009533.1",217,303,262,188,276,266,254,275,299,266,389,305,177,237,354,224
"C_009041.1",605,373,437,455,405,222,273,335,491,279,323,431,370,361,490,544
"C_008716.1",580,476,429,424,457,239,362,326,549,244,363,514,324,425,515,566
"C_008560.1",150,58,72,103,44,60,60,70,104,49,105,113,84,67,134,83
"C_008559.1",203,117,152,207,132,145,109,169,187,106,144,204,156,187,236,273
"C_008251.1",614,480,461,461,582,425,205,457,449,362,284,309,371,402,453,542
"C_007216.1",1139,503,791,840,812,238,110,442,803,410,458,518,519,451,830,829
"C_007147.1",1115,666,720,844,842,270,275,393,771,422,395,458,616,422,657,744
"C_006939.1",313,257,231,240,298,204,161,210,248,210,242,200,181,203,266,218
"C_002509.2",955,682,847,650,877,340,410,466,839,534,495,529,463,537,645,565
"C_006262.1",1037,593,812,804,813,252,260,432,824,469,537,544,571,443,765,878
"C_005636.1",245,139,136,232,152,112,92,157,160,110,118,186,194,152,228,263
"C_005635.1",190,131,148,235,164,135,125,155,184,129,125,175,165,184,215,267
"C_005343.1",696,392,705,597,542,385,237,532,655,518,584,516,497,402,746,736
"C_005304.1",908,608,750,718,825,304,327,467,816,498,486,481,434,514,718,736
"C_005287.1",230,274,269,230,306,271,222,271,283,266,385,323,185,259,380,263
"C_004752.1",1059,573,700,795,759,235,244,440,798,408,493,546,511,462,808,776
"C_004639.1",186,138,144,192,155,163,120,183,175,124,158,165,143,196,200,218
"C_004426.1",1001,549,774,770,792,258,278,487,762,532,515,541,539,476,783,820
"C_004067.1",749,476,386,486,609,321,95,438,403,313,205,254,337,353,488,536
"C_004063.1",360,574,247,262,623,924,394,546,327,343,215,193,133,647,221,299
"C_004036.1",1199,433,620,638,567,337,115,463,631,225,336,315,493,487,436,561
"C_004016.1",665,510,449,502,653,371,306,496,503,470,365,345,304,475,563,572
"C_004013.1",1032,565,781,713,826,290,186,478,781,445,503,470,452,480,729,733
"C_003878.1",474,322,408,426,302,249,316,462,435,321,329,456,420,437,487,668
"C_003849.1",406,559,331,186,589,905,403,476,327,415,303,187,160,495,194,191
"C_003631.1",72,79,77,57,82,72,51,91,71,72,84,72,60,74,86,67
"C_003606.1",1080,707,744,828,920,286,312,406,836,452,453,454,522,479,686,613
"C_003610.1",461,354,421,392,309,280,337,449,465,317,338,459,394,424,482,631
"C_003605.1",1086,738,774,715,888,366,423,457,834,494,570,488,504,537,619,586
"C_003537.1",1088,612,721,777,816,375,303,486,707,523,559,533,587,470,739,741
"C_003377.1",1094,649,669,811,812,274,308,442,739,432,410,443,578,481,637,735
"C_003382.1",771,417,582,566,610,424,162,435,527,375,404,360,429,415,518,563
"C_002729.1",990,373,532,615,498,200,98,378,588,253,349,381,434,348,592,722
"C_002692.1",630,352,449,472,396,207,244,335,468,254,311,446,410,369,474,565
"C_002602.2",9,16,20,21,15,18,16,31,24,24,28,20,18,23,31,21
"C_002598.1",332,326,313,245,369,307,178,258,303,245,277,226,212,235,282,217
"C_002588.1",298,402,236,233,488,1028,331,750,257,368,181,214,127,799,271,380
"C_001801.1",469,283,423,476,301,261,265,418,442,279,348,458,440,422,490,648
"C_001671.1",1060,585,798,790,855,229,276,377,839,483,545,549,478,440,798,821
"C_001658.1",628,475,460,380,614,380,163,475,448,364,355,208,253,412,397,363
"C_001648.1",1665,357,633,1149,440,141,43,202,683,114,176,235,1016,214,356,734
"C_001546.1",24,21,13,14,12,23,21,17,20,13,28,24,16,17,22,14
"C_001483.1",477,559,349,284,550,469,379,428,413,419,328,238,229,379,341,308
"C_001466.1",123,147,178,135,169,202,147,200,181,189,225,161,111,180,206,195
"C371337.1",1154,607,660,772,747,326,416,513,798,508,512,568,493,561,799,889
"C228573.1",1066,580,754,752,885,279,203,517,825,457,563,530,375,568,855,788
"510469.1",477,292,408,472,296,270,269,420,439,280,363,452,438,413,493,638
"510468.1",476,291,408,473,295,269,269,419,440,280,363,452,438,412,494,641
"510467.1",478,293,410,472,297,270,268,418,438,279,362,452,441,411,490,641
"510466.1",478,292,411,473,298,267,267,419,438,280,361,452,441,412,491,640
"510465.1",478,291,410,473,297,268,267,419,438,280,362,452,440,412,492,641
"510464.1",478,294,409,471,297,268,268,421,438,279,363,452,440,413,491,638
"510463.1",480,294,408,471,297,268,268,421,437,279,363,452,440,413,491,638
"C413510.1",964,687,802,651,852,362,438,451,816,552,487,530,471,503,658,608
"C413509.1",945,695,809,648,865,347,416,464,818,533,492,538,468,518,664,612
"C413508.1",985,700,796,649,852,382,422,468,811,549,489,519,481,494,661,574
"C413507.1",982,697,796,651,851,380,421,469,809,553,489,519,483,492,664,576
"359168.1",237,133,157,237,159,140,77,168,186,110,171,165,181,161,227,257
"024843.1",1095,613,793,777,853,255,206,482,838,439,546,537,492,489,815,771
"024842.1",1042,576,820,766,859,271,213,476,851,474,579,550,452,498,842,784
"024841.1",1038,576,818,776,854,279,209,474,848,476,582,547,468,485,844,779
"024840.1",1030,590,836,764,846,266,222,476,866,473,562,547,478,481,828,788
"024839.1",1037,578,816,775,848,278,210,478,850,478,582,545,471,480,847,780
"024838.1",1020,585,838,758,854,269,226,489,862,478,566,549,465,506,825,763
"C412927.1",1064,581,802,796,855,253,231,437,808,477,541,556,516,465,808,843
"C377214.1",1074,662,669,813,865,275,319,422,718,471,435,473,561,473,674,695
"C390003.1",550,370,479,409,364,218,294,304,510,264,340,463,385,328,463,562
"459661.1",894,641,698,690,847,276,368,365,765,523,502,490,416,417,712,634
"926428.1",1111,581,781,793,824,271,245,446,779,464,562,553,553,470,770,842
"G978107.1",985,557,499,697,756,188,213,367,614,381,342,380,382,398,664,789
"385582.1",1362,702,700,923,879,255,288,437,881,427,452,475,564,476,795,789
